Year,Month,Nino 3.4 SST Anomaly,SOI,ONI,RONI,IOD_Index,RMM1,RMM2,amplitude,phase
2021,SEP,-0.55,1.3,-0.63,-0.77,-0.13,0.7449561687633334,-0.78873597432,1.16716908,3
2021,OCT,-0.94,1.2,-0.76,-1.21,-0.69,0.4540551648387097,0.11976316803870969,1.1958632022580646,5
2021,NOV,-0.94,1.6,-0.91,-1.21,-0.38,0.8146209546400001,-0.4150659799133333,1.0642061103333333,4
2021,DEC,-1.06,2.5,-0.87,-1.28,-0.2,0.08230786104193549,1.8942223387096773,2.068191648387097,6
2022,JAN,-0.94,0.8,-0.82,-1.23,-0.26,-0.43988916122580646,0.9241325209677419,1.1541269361290323,7
2022,FEB,-0.89,1.8,-0.79,-1.13,-0.37,0.535483318935,-1.0922399217857142,1.2939472457142858,3
2022,MAR,-0.97,2.9,-0.86,-1.29,-0.11,0.16646138476193548,-0.7742409646425806,1.0719917463806452,4
2022,APR,-1.11,2.8,-0.95,-1.43,-0.37,-0.2514808096766667,-0.11387426269666667,0.6809799073333332,1
2022,MAY,-1.11,2.4,-0.9,-1.31,-0.55,-0.32699639602419356,0.3634845875870968,1.2369349422580647,1
2022,JUN,-0.75,2.8,-0.78,-0.93,-0.69,-1.1841520453333334,-0.633236062,1.7460144566666667,1
2022,JUL,-0.69,1.3,-0.76,-0.72,-1.06,0.18780741064838707,-0.3513434959483871,0.9906527754838709,4
2022,AUG,-0.97,1.7,-0.87,-1.07,-1.17,-0.19781484886483872,-0.4701108132612903,0.9623516609677419,2
2022,SEP,-1.07,2.7,-0.97,-1.23,-1.07,0.27512142704333337,-0.12768065780666668,0.45954351401,4
2022,OCT,-0.99,2.8,-0.94,-1.11,-0.97,0.6591511922580645,1.0315331135998065,1.5040083503225805,6
2022,NOV,-0.9,0.5,-0.85,-1.01,-0.59,-0.04266385430999999,0.8131484544800001,1.2876559716666667,7
2022,DEC,-0.85,3.5,-0.71,-1.02,-0.09,0.7208648494387097,0.044474071593548374,1.0273198254935483,4
2023,JAN,-0.72,2.3,-0.54,-0.87,0.09,-0.1265683586548387,-0.2954860546387097,1.3139867793548388,3
2023,FEB,-0.46,2.3,-0.29,-0.61,0.32,0.43022405672857145,0.5367483721428571,1.642928577857143,7
2023,MAR,-0.11,0.3,-0.02,-0.39,0.37,-1.655123950283871,0.3283029698580645,2.51316421,8
2023,APR,0.14,0.4,0.27,-0.32,0.38,-0.6686078813966667,0.5253190116666667,1.690960304,7
2023,MAY,0.46,-1.7,0.57,0.08,0.02,0.16701056171612905,0.9646858638258065,1.6563232422580645,6
2023,JUN,0.84,0.4,0.84,0.46,-0.08,-0.3809827303366667,-0.6810147679433333,1.1452140906,2
2023,JUL,1.02,-0.4,1.12,0.56,0.12,0.09427753913870968,-0.19286848038064516,0.7976125261290323,6
2023,AUG,1.35,-1.4,1.37,0.84,0.71,-0.8005228230419354,0.20100574437903226,0.9138732870967742,8
2023,SEP,1.6,-2.1,1.6,1.15,0.84,0.5569932097139999,-0.44401384087,0.8482362092433333,4
2023,OCT,1.72,-0.8,1.83,1.31,1.44,-1.2129507385722582,0.06748058496451614,1.3481443029032258,1
2023,NOV,2.02,-1.3,1.99,1.59,1.5,-0.6423574470147,-0.7012804585133333,1.3793660156666665,2
2023,DEC,2.03,-0.4,2.06,1.57,1.2,0.050285135087096776,-0.12486576613548386,1.5088745183870966,1
2024,JAN,1.81,0.8,1.92,1.19,0.82,0.9479478824741935,0.09913260372354839,2.1301259990322583,3
2024,FEB,1.52,-2.3,1.62,0.83,0.3,-0.36646978534068964,0.9590727539206896,1.320369253448276,7
2024,MAR,1.13,0.6,1.26,0.53,0.54,0.4227841195903225,0.10187447838709676,2.1925623516129034,1
2024,APR,0.77,-0.3,0.82,0.1,0.33,0.203067112717,-0.7300165249826667,0.9224413806666667,3
2024,MAY,0.23,0.8,0.49,-0.47,0.16,0.5076548216129032,-0.7718636449332258,1.1610660574193548,3
2024,JUN,0.17,0.1,0.22,-0.41,-0.09,-0.25969889613999997,-0.43474339912033333,0.6628132326966667,1
2024,JUL,0.04,-1.2,0.08,-0.49,-0.35,0.5069708138709678,-0.12361879161290322,0.9624826951612904,5
2024,AUG,-0.12,1.5,-0.07,-0.63,0.26,-0.3255651731032258,-0.7349773759419355,1.2579586129032256,1
2024,SEP,-0.26,-0.2,-0.17,-0.79,0.11,0.42269562306333336,0.4913670217643334,1.3331643233333332,5
2024,OCT,-0.27,0.8,-0.21,-0.86,-0.36,0.7221115799774194,0.2277067655483871,1.5537392229032259,5
2024,NOV,-0.25,0.8,-0.3,-0.81,-0.49,-0.2670628073333333,-0.80145454159,1.6787422696666667,2
2024,DEC,-0.6,1.9,-0.42,-1.14,-0.5,1.4498865761290323,0.805633439083871,1.9293435774193548,5
2025,JAN,-0.74,0.3,-0.45,-1.29,-0.39,-0.10404966064516129,-0.4779373729032258,1.5914789483870968,8
2025,FEB,-0.43,0.9,-0.24,-0.98,0,-0.1994442872107143,1.1957801323107142,1.714150855,7
2025,MAR,0.01,2.8,-0.06,-0.44,0.25,-0.4079172114419355,-0.4381973010741936,1.3477888151612902,1
2025,APR,-0.14,0.9,0.02,-0.59,0.2,-0.178488689616,0.41046038012666664,0.6731064853333333,7
2025,MAY,-0.13,0.7,-0.02,-0.54,0.21,0.1239937282967742,0.014197469448741935,0.6787656012870968,4
2025,JUN,-0.07,0.5,-0.04,-0.33,-0.06,-0.037156205436666666,0.22147496540933334,0.8164149247633333,2
2025,JUL,-0.14,1.0,-0.14,-0.41,-0.31,0.35396735326129025,0.5424121689896775,1.1407249212903225,5
2025,AUG,-0.36,0.7,-0.28,-0.69,-0.51,-0.11564079206774194,-0.7055910015516129,1.1222623299999999,3
2025,SEP,-0.47,0.1,-0.4,-0.81,-0.74,-0.10433221920333334,-0.41014813258,0.7345473199333333,2
2025,OCT,-0.5,1.9,-0.51,-0.81,-0.97,0.21053477307419352,-0.6082795532645161,1.3532173783870969,2
2025,NOV,-0.7,1.8,-0.55,-0.99,-0.8,0.814701847,1.4040701163333333,1.7689699263333334,6
2025,DEC,-0.67,0.0,-0.54,-0.99,-0.62,-0.3657518635677419,0.5222661201225807,0.8503830506000001,7
2026,JAN,-0.58,1.8,-0.37,-0.94,-0.03,0.13785969338064516,1.3783869697064517,1.574410286129032,6
2026,FEB,-0.27,2.4,-0.14,-0.72,0.29,-0.020125060317857147,-0.5546296692714285,1.00473995,3
2026,MAR,-0.01,2.0,0.13,-0.46,0.19,-0.4045570085129032,0.5872358557161291,1.0576013293548387,8
2026,APR,0.29,-1.1,0.48,-0.24,0.33,-1.0073940310898666,-0.1469967643333333,1.7087997313333332,1
2026,MAY,0.82,-1.5,,,-0.39,-0.15945854096774192,-0.17715487979032254,1.3669006203225806,2
2026,JUN,,,,,,-1.1226008816666666,0.27621285677,1.5008919429999998,1
2026,JUL,,,,,,-1.1394352916129034,1.1116065109677418,1.6601284722580645,8
2026,AUG,,,,,,0.20141716581153846,0.8675459112353846,0.9621690123576924,6
